729C011	T	Start Streaming
D8D5034	S	C01,P02,EXH,ET 40.60 sec,T 4.90 sec,P 0.111200 bar
F0D6034	S	C01,P02,EXH,ET 40.65 sec,T 4.85 sec,P 0.074549 bar
53D7034	S	C01,P02,EXH,ET 40.70 sec,T 4.80 sec,P 0.047051 bar
84D8034	S	C01,P02,EXH,ET 40.75 sec,T 4.75 sec,P 0.027728 bar
13D9034	S	C01,P02,EXH,ET 40.80 sec,T 4.70 sec,P 0.015024 bar
17DA034	S	C01,P02,EXH,ET 40.85 sec,T 4.65 sec,P 0.006652 bar
48DB034	S	C01,P02,EXH,ET 40.90 sec,T 4.60 sec,P 0.002281 bar
15DC034	S	C01,P02,EXH,ET 40.95 sec,T 4.55 sec,P 0.000550 bar
49DD034	S	C01,P02,EXH,ET 41.00 sec,T 4.50 sec,P 0.000039 bar
8EDE034	S	C01,P02,EXH,ET 41.05 sec,T 4.45 sec,P -0.00001 bar
25DF034	S	C01,P02,EXH,ET 41.10 sec,T 4.40 sec,P 0.000029 bar
ECE0034	S	C01,P02,EXH,ET 41.15 sec,T 4.35 sec,P 0.000048 bar
BEE1034	S	C01,P02,EXH,ET 41.20 sec,T 4.30 sec,P 0.000042 bar
C1E2034	S	C01,P02,EXH,ET 41.25 sec,T 4.25 sec,P 0.000033 bar
B2E3034	S	C01,P02,EXH,ET 41.30 sec,T 4.20 sec,P 0.000029 bar
4DE4034	S	C01,P02,EXH,ET 41.35 sec,T 4.15 sec,P 0.000022 bar
0FE5034	S	C01,P02,EXH,ET 41.40 sec,T 4.10 sec,P 0.000011 bar
AFE6034	S	C01,P02,EXH,ET 41.45 sec,T 4.05 sec,P 0.000007 bar
63E7034	S	C01,P02,EXH,ET 41.50 sec,T 4.00 sec,P 0.000001 bar
22E8034	S	C01,P02,EXH,ET 41.55 sec,T 3.95 sec,P -0.00000 bar
ADE9034	S	C01,P02,EXH,ET 41.60 sec,T 3.90 sec,P -0.00000 bar
DFEA034	S	C01,P02,EXH,ET 41.65 sec,T 3.85 sec,P -0.00001 bar
DDEB034	S	C01,P02,EXH,ET 41.70 sec,T 3.80 sec,P -0.00001 bar
3EEC034	S	C01,P02,EXH,ET 41.75 sec,T 3.75 sec,P -0.00001 bar
09ED034	S	C01,P02,EXH,ET 41.80 sec,T 3.70 sec,P -0.00001 bar
4EEE034	S	C01,P02,EXH,ET 41.85 sec,T 3.65 sec,P -0.00001 bar
4CEF034	S	C01,P02,EXH,ET 41.90 sec,T 3.60 sec,P -0.00001 bar
9AF0034	S	C01,P02,EXH,ET 41.95 sec,T 3.55 sec,P -0.00001 bar
C1F1034	S	C01,P02,EXH,ET 42.00 sec,T 3.50 sec,P -0.00001 bar
03F2034	S	C01,P02,EXH,ET 42.05 sec,T 3.45 sec,P -0.00001 bar
84F3034	S	C01,P02,EXH,ET 42.10 sec,T 3.40 sec,P -0.00001 bar
DDF4034	S	C01,P02,EXH,ET 42.15 sec,T 3.35 sec,P -0.00001 bar
52F5034	S	C01,P02,EXH,ET 42.20 sec,T 3.30 sec,P -0.00001 bar
90F6034	S	C01,P02,EXH,ET 42.25 sec,T 3.25 sec,P -0.00001 bar
17F7034	S	C01,P02,EXH,ET 42.30 sec,T 3.20 sec,P -0.00001 bar
4DF8034	S	C01,P02,EXH,ET 42.35 sec,T 3.15 sec,P -0.00001 bar
74F9034	S	C01,P02,EXH,ET 42.40 sec,T 3.10 sec,P -0.00002 bar
64FA034	S	C01,P02,EXH,ET 42.45 sec,T 3.05 sec,P -0.00002 bar
66FB034	S	C01,P02,EXH,ET 42.50 sec,T 3.00 sec,P -0.00002 bar
AAFC034	S	C01,P02,EXH,ET 42.55 sec,T 2.95 sec,P -0.00002 bar
CFFD034	S	C01,P02,EXH,ET 42.60 sec,T 2.90 sec,P -0.00003 bar
88FE034	S	C01,P02,EXH,ET 42.65 sec,T 2.85 sec,P -0.00003 bar
8AFF034	S	C01,P02,EXH,ET 42.70 sec,T 2.80 sec,P -0.00003 bar
B000034	S	C01,P02,EXH,ET 42.75 sec,T 2.75 sec,P -0.00003 bar
0F01034	S	C01,P02,EXH,ET 42.80 sec,T 2.70 sec,P -0.00003 bar
E402034	S	C01,P02,EXH,ET 42.85 sec,T 2.65 sec,P -0.00004 bar
6303034	S	C01,P02,EXH,ET 42.90 sec,T 2.60 sec,P -0.00004 bar
2304034	S	C01,P02,EXH,ET 42.95 sec,T 2.55 sec,P -0.00004 bar
D005034	S	C01,P02,EXH,ET 43.00 sec,T 2.50 sec,P -0.00004 bar
1206034	S	C01,P02,EXH,ET 43.05 sec,T 2.45 sec,P -0.00004 bar
9507034	S	C01,P02,EXH,ET 43.10 sec,T 2.40 sec,P -0.00004 bar
D608034	S	C01,P02,EXH,ET 43.15 sec,T 2.35 sec,P -0.00004 bar
5909034	S	C01,P02,EXH,ET 43.20 sec,T 2.30 sec,P -0.00004 bar
490A034	S	C01,P02,EXH,ET 43.25 sec,T 2.25 sec,P -0.00004 bar
4B0B034	S	C01,P02,EXH,ET 43.30 sec,T 2.20 sec,P -0.00004 bar
830C034	S	C01,P02,EXH,ET 43.35 sec,T 2.15 sec,P -0.00004 bar
940D034	S	C01,P02,EXH,ET 43.40 sec,T 2.10 sec,P -0.00004 bar
D30E034	S	C01,P02,EXH,ET 43.45 sec,T 2.05 sec,P -0.00004 bar
D10F034	S	C01,P02,EXH,ET 43.50 sec,T 2.00 sec,P -0.00004 bar
E410034	S	C01,P02,EXH,ET 43.55 sec,T 1.95 sec,P -0.00004 bar
6B11034	S	C01,P02,EXH,ET 43.60 sec,T 1.90 sec,P -0.00004 bar
A912034	S	C01,P02,EXH,ET 43.65 sec,T 1.85 sec,P -0.00004 bar
2E13034	S	C01,P02,EXH,ET 43.70 sec,T 1.80 sec,P -0.00004 bar
4514034	S	C01,P02,EXH,ET 43.75 sec,T 1.75 sec,P -0.00004 bar
FA15034	S	C01,P02,EXH,ET 43.80 sec,T 1.70 sec,P -0.00004 bar
3816034	S	C01,P02,EXH,ET 43.85 sec,T 1.65 sec,P -0.00004 bar
BF17034	S	C01,P02,EXH,ET 43.90 sec,T 1.60 sec,P -0.00004 bar
E518034	S	C01,P02,EXH,ET 43.95 sec,T 1.55 sec,P -0.00004 bar
E919034	S	C01,P02,EXH,ET 44.00 sec,T 1.50 sec,P -0.00004 bar
F91A034	S	C01,P02,EXH,ET 44.05 sec,T 1.45 sec,P -0.00004 bar
FB1B034	S	C01,P02,EXH,ET 44.10 sec,T 1.40 sec,P -0.00004 bar
2A1C034	S	C01,P02,EXH,ET 44.15 sec,T 1.35 sec,P -0.00004 bar
2D1D034	S	C01,P02,EXH,ET 44.20 sec,T 1.30 sec,P -0.00004 bar
6A1E034	S	C01,P02,EXH,ET 44.25 sec,T 1.25 sec,P -0.00004 bar
681F034	S	C01,P02,EXH,ET 44.30 sec,T 1.20 sec,P -0.00004 bar
BE20034	S	C01,P02,EXH,ET 44.35 sec,T 1.15 sec,P -0.00004 bar
2121034	S	C01,P02,EXH,ET 44.40 sec,T 1.10 sec,P -0.00004 bar
E322034	S	C01,P02,EXH,ET 44.45 sec,T 1.05 sec,P -0.00004 bar
6423034	S	C01,P02,EXH,ET 44.50 sec,T 1.00 sec,P -0.00004 bar
2024034	S	C01,P02,EXH,ET 44.55 sec,T 0.95 sec,P -0.00004 bar
AF25034	S	C01,P02,EXH,ET 44.60 sec,T 0.90 sec,P -0.00004 bar
6D26034	S	C01,P02,EXH,ET 44.65 sec,T 0.85 sec,P -0.00004 bar
EA27034	S	C01,P02,EXH,ET 44.70 sec,T 0.80 sec,P -0.00004 bar
9B28034	S	C01,P02,EXH,ET 44.75 sec,T 0.75 sec,P -0.00004 bar
2429034	S	C01,P02,EXH,ET 44.80 sec,T 0.70 sec,P -0.00004 bar
342A034	S	C01,P02,EXH,ET 44.85 sec,T 0.65 sec,P -0.00004 bar
362B034	S	C01,P02,EXH,ET 44.90 sec,T 0.60 sec,P -0.00004 bar
FE2C034	S	C01,P02,EXH,ET 44.95 sec,T 0.55 sec,P -0.00004 bar
852D034	S	C01,P02,EXH,ET 45.00 sec,T 0.50 sec,P -0.00004 bar
C22E034	S	C01,P02,EXH,ET 45.05 sec,T 0.45 sec,P -0.00004 bar
C02F034	S	C01,P02,EXH,ET 45.10 sec,T 0.40 sec,P -0.00004 bar
9D30034	S	C01,P02,EXH,ET 45.15 sec,T 0.35 sec,P -0.00004 bar
1231034	S	C01,P02,EXH,ET 45.20 sec,T 0.30 sec,P -0.00004 bar
D032034	S	C01,P02,EXH,ET 45.25 sec,T 0.25 sec,P -0.00004 bar
5733034	S	C01,P02,EXH,ET 45.30 sec,T 0.20 sec,P -0.00004 bar
1734034	S	C01,P02,EXH,ET 45.35 sec,T 0.15 sec,P -0.00004 bar
8835034	S	C01,P02,EXH,ET 45.40 sec,T 0.10 sec,P -0.00004 bar
4A36034	S	C01,P02,EXH,ET 45.45 sec,T 0.05 sec,P -0.00004 bar
9137010	X	Stop Streaming
26380D2	R	C01 P02 14:05:01.900 05/07/24 0000003921 A  -  DPD   P  DL   65.689316 dPa    Pt    2.990251 bar    EDC   0.000000 dPa    LLL -6894.7583 dPa    HLL 6894.75830 dPa    FPR   2.991365 bar    LOF   0.000000 dPa  
CE39024	S	C01,P02,AR,ET 0.00 sec,T 60.00 sec
DF3A014	U	Autorun: 1 cycles 
1A3B024	S	C01,P02,AR,ET 0.05 sec,T 59.95 sec
083C024	S	C01,P02,AR,ET 0.10 sec,T 59.90 sec
5D3D024	S	C01,P02,AR,ET 0.15 sec,T 59.85 sec
1B3E024	S	C01,P02,AR,ET 0.20 sec,T 59.80 sec
723F024	S	C01,P02,AR,ET 0.25 sec,T 59.75 sec
FD40024	S	C01,P02,AR,ET 0.30 sec,T 59.70 sec
EC41024	S	C01,P02,AR,ET 0.35 sec,T 59.65 sec
C342024	S	C01,P02,AR,ET 0.40 sec,T 59.60 sec
8043024	S	C01,P02,AR,ET 0.45 sec,T 59.55 sec
D644024	S	C01,P02,AR,ET 0.50 sec,T 59.50 sec
C745024	S	C01,P02,AR,ET 0.55 sec,T 59.45 sec
4046024	S	C01,P02,AR,ET 0.60 sec,T 59.40 sec
A747024	S	C01,P02,AR,ET 0.65 sec,T 59.35 sec
FC48024	S	C01,P02,AR,ET 0.70 sec,T 59.30 sec
ED49024	S	C01,P02,AR,ET 0.75 sec,T 59.25 sec
FC4A024	S	C01,P02,AR,ET 0.80 sec,T 59.20 sec
7E4B024	S	C01,P02,AR,ET 0.85 sec,T 59.15 sec
6C4C024	S	C01,P02,AR,ET 0.90 sec,T 59.10 sec
394D024	S	C01,P02,AR,ET 0.95 sec,T 59.05 sec
504E024	S	C01,P02,AR,ET 1.00 sec,T 59.00 sec
DC4F024	S	C01,P02,AR,ET 1.05 sec,T 58.95 sec
8850024	S	C01,P02,AR,ET 1.10 sec,T 58.90 sec
9951024	S	C01,P02,AR,ET 1.15 sec,T 58.85 sec
1E52024	S	C01,P02,AR,ET 1.20 sec,T 58.80 sec
B653024	S	C01,P02,AR,ET 1.25 sec,T 58.75 sec
E054024	S	C01,P02,AR,ET 1.30 sec,T 58.70 sec
F155024	S	C01,P02,AR,ET 1.35 sec,T 58.65 sec
DE56024	S	C01,P02,AR,ET 1.40 sec,T 58.60 sec
9D57024	S	C01,P02,AR,ET 1.45 sec,T 58.55 sec
C658024	S	C01,P02,AR,ET 1.50 sec,T 58.50 sec
D759024	S	C01,P02,AR,ET 1.55 sec,T 58.45 sec
395A024	S	C01,P02,AR,ET 1.60 sec,T 58.40 sec
1F5B024	S	C01,P02,AR,ET 1.65 sec,T 58.35 sec
0D5C024	S	C01,P02,AR,ET 1.70 sec,T 58.30 sec
585D024	S	C01,P02,AR,ET 1.75 sec,T 58.25 sec
E15E024	S	C01,P02,AR,ET 1.80 sec,T 58.20 sec
635F024	S	C01,P02,AR,ET 1.85 sec,T 58.15 sec
7E60024	S	C01,P02,AR,ET 1.90 sec,T 58.10 sec
6F61024	S	C01,P02,AR,ET 1.95 sec,T 58.05 sec
9F62024	S	C01,P02,AR,ET 2.00 sec,T 58.00 sec
E26300A	U	Cleared 
8764024	S	C01,P02,AR,ET 2.05 sec,T 57.95 sec
9565024	S	C01,P02,AR,ET 2.10 sec,T 57.90 sec
4566024	S	C01,P02,AR,ET 2.15 sec,T 57.85 sec
0367024	S	C01,P02,AR,ET 2.20 sec,T 57.80 sec
E268024	S	C01,P02,AR,ET 2.25 sec,T 57.75 sec
F069024	S	C01,P02,AR,ET 2.30 sec,T 57.70 sec
496A024	S	C01,P02,AR,ET 2.35 sec,T 57.65 sec
666B024	S	C01,P02,AR,ET 2.40 sec,T 57.60 sec
256C024	S	C01,P02,AR,ET 2.45 sec,T 57.55 sec
736D024	S	C01,P02,AR,ET 2.50 sec,T 57.50 sec
626E024	S	C01,P02,AR,ET 2.55 sec,T 57.45 sec
E56F024	S	C01,P02,AR,ET 2.60 sec,T 57.40 sec
4470024	S	C01,P02,AR,ET 2.65 sec,T 57.35 sec
5671024	S	C01,P02,AR,ET 2.70 sec,T 57.30 sec
8672024	S	C01,P02,AR,ET 2.75 sec,T 57.25 sec
3F73024	S	C01,P02,AR,ET 2.80 sec,T 57.20 sec
3874024	S	C01,P02,AR,ET 2.85 sec,T 57.15 sec
2A75024	S	C01,P02,AR,ET 2.90 sec,T 57.10 sec
FA76024	S	C01,P02,AR,ET 2.95 sec,T 57.05 sec
9377024	S	C01,P02,AR,ET 3.00 sec,T 57.00 sec
9778024	S	C01,P02,AR,ET 3.05 sec,T 56.95 sec
8579024	S	C01,P02,AR,ET 3.10 sec,T 56.90 sec
3C7A024	S	C01,P02,AR,ET 3.15 sec,T 56.85 sec
BB7B024	S	C01,P02,AR,ET 3.20 sec,T 56.80 sec
137C024	S	C01,P02,AR,ET 3.25 sec,T 56.75 sec
457D024	S	C01,P02,AR,ET 3.30 sec,T 56.70 sec
547E024	S	C01,P02,AR,ET 3.35 sec,T 56.65 sec
7B7F024	S	C01,P02,AR,ET 3.40 sec,T 56.60 sec
8680024	S	C01,P02,AR,ET 3.45 sec,T 56.55 sec
9481024	S	C01,P02,AR,ET 3.50 sec,T 56.50 sec
4482024	S	C01,P02,AR,ET 3.55 sec,T 56.45 sec
0283024	S	C01,P02,AR,ET 3.60 sec,T 56.40 sec
A184024	S	C01,P02,AR,ET 3.65 sec,T 56.35 sec
B385024	S	C01,P02,AR,ET 3.70 sec,T 56.30 sec
6386024	S	C01,P02,AR,ET 3.75 sec,T 56.25 sec
DA87024	S	C01,P02,AR,ET 3.80 sec,T 56.20 sec
D088024	S	C01,P02,AR,ET 3.85 sec,T 56.15 sec
C289024	S	C01,P02,AR,ET 3.90 sec,T 56.10 sec
7B8A024	S	C01,P02,AR,ET 3.95 sec,T 56.05 sec
3B8B024	S	C01,P02,AR,ET 4.00 sec,T 56.00 sec
508C024	S	C01,P02,AR,ET 4.05 sec,T 55.95 sec
068D024	S	C01,P02,AR,ET 4.10 sec,T 55.90 sec
178E024	S	C01,P02,AR,ET 4.15 sec,T 55.85 sec
908F024	S	C01,P02,AR,ET 4.20 sec,T 55.80 sec
7E90024	S	C01,P02,AR,ET 4.25 sec,T 55.75 sec
6C91024	S	C01,P02,AR,ET 4.30 sec,T 55.70 sec
BC92024	S	C01,P02,AR,ET 4.35 sec,T 55.65 sec
5293024	S	C01,P02,AR,ET 4.40 sec,T 55.60 sec
5594024	S	C01,P02,AR,ET 4.45 sec,T 55.55 sec
4795024	S	C01,P02,AR,ET 4.50 sec,T 55.50 sec
9796024	S	C01,P02,AR,ET 4.55 sec,T 55.45 sec
D197024	S	C01,P02,AR,ET 4.60 sec,T 55.40 sec
7F98024	S	C01,P02,AR,ET 4.65 sec,T 55.35 sec
6D99024	S	C01,P02,AR,ET 4.70 sec,T 55.30 sec
D49A024	S	C01,P02,AR,ET 4.75 sec,T 55.25 sec
AC9B024	S	C01,P02,AR,ET 4.80 sec,T 55.20 sec
EF9C024	S	C01,P02,AR,ET 4.85 sec,T 55.15 sec
B99D024	S	C01,P02,AR,ET 4.90 sec,T 55.10 sec
A89E024	S	C01,P02,AR,ET 4.95 sec,T 55.05 sec
009F024	S	C01,P02,AR,ET 5.00 sec,T 55.00 sec
5AA0024	S	C01,P02,AR,ET 5.05 sec,T 54.95 sec
48A1024	S	C01,P02,AR,ET 5.10 sec,T 54.90 sec
98A2024	S	C01,P02,AR,ET 5.15 sec,T 54.85 sec
DEA3024	S	C01,P02,AR,ET 5.20 sec,T 54.80 sec
32A4024	S	C01,P02,AR,ET 5.25 sec,T 54.75 sec
20A5024	S	C01,P02,AR,ET 5.30 sec,T 54.70 sec
F0A6024	S	C01,P02,AR,ET 5.35 sec,T 54.65 sec
1EA7024	S	C01,P02,AR,ET 5.40 sec,T 54.60 sec
14A8024	S	C01,P02,AR,ET 5.45 sec,T 54.55 sec
06A9024	S	C01,P02,AR,ET 5.50 sec,T 54.50 sec
BFAA024	S	C01,P02,AR,ET 5.55 sec,T 54.45 sec
38AB024	S	C01,P02,AR,ET 5.60 sec,T 54.40 sec
DFAC024	S	C01,P02,AR,ET 5.65 sec,T 54.35 sec
89AD024	S	C01,P02,AR,ET 5.70 sec,T 54.30 sec
98AE024	S	C01,P02,AR,ET 5.75 sec,T 54.25 sec
E0AF024	S	C01,P02,AR,ET 5.80 sec,T 54.20 sec
ACB0024	S	C01,P02,AR,ET 5.85 sec,T 54.15 sec
BEB1024	S	C01,P02,AR,ET 5.90 sec,T 54.10 sec
6EB2024	S	C01,P02,AR,ET 5.95 sec,T 54.05 sec
5FB3024	S	C01,P02,AR,ET 6.00 sec,T 54.00 sec
3CB4024	S	C01,P02,AR,ET 6.05 sec,T 53.95 sec
2EB5024	S	C01,P02,AR,ET 6.10 sec,T 53.90 sec
FEB6024	S	C01,P02,AR,ET 6.15 sec,T 53.85 sec
B8B7024	S	C01,P02,AR,ET 6.20 sec,T 53.80 sec
59B8024	S	C01,P02,AR,ET 6.25 sec,T 53.75 sec
4BB9024	S	C01,P02,AR,ET 6.30 sec,T 53.70 sec
F2BA024	S	C01,P02,AR,ET 6.35 sec,T 53.65 sec
DDBB024	S	C01,P02,AR,ET 6.40 sec,T 53.60 sec
9EBC024	S	C01,P02,AR,ET 6.45 sec,T 53.55 sec
C8BD024	S	C01,P02,AR,ET 6.50 sec,T 53.50 sec
D9BE024	S	C01,P02,AR,ET 6.55 sec,T 53.45 sec
5EBF024	S	C01,P02,AR,ET 6.60 sec,T 53.40 sec
FFC0024	S	C01,P02,AR,ET 6.65 sec,T 53.35 sec
EDC1024	S	C01,P02,AR,ET 6.70 sec,T 53.30 sec
3DC2024	S	C01,P02,AR,ET 6.75 sec,T 53.25 sec
84C3024	S	C01,P02,AR,ET 6.80 sec,T 53.20 sec
83C4024	S	C01,P02,AR,ET 6.85 sec,T 53.15 sec
91C5024	S	C01,P02,AR,ET 6.90 sec,T 53.10 sec
41C6024	S	C01,P02,AR,ET 6.95 sec,T 53.05 sec
28C7024	S	C01,P02,AR,ET 7.00 sec,T 53.00 sec
2CC8024	S	C01,P02,AR,ET 7.05 sec,T 52.95 sec
3EC9024	S	C01,P02,AR,ET 7.10 sec,T 52.90 sec
87CA024	S	C01,P02,AR,ET 7.15 sec,T 52.85 sec
00CB024	S	C01,P02,AR,ET 7.20 sec,T 52.80 sec
A8CC024	S	C01,P02,AR,ET 7.25 sec,T 52.75 sec
FECD024	S	C01,P02,AR,ET 7.30 sec,T 52.70 sec
EFCE024	S	C01,P02,AR,ET 7.35 sec,T 52.65 sec
C0CF024	S	C01,P02,AR,ET 7.40 sec,T 52.60 sec
1ED0024	S	C01,P02,AR,ET 7.45 sec,T 52.55 sec
0CD1024	S	C01,P02,AR,ET 7.50 sec,T 52.50 sec
DCD2024	S	C01,P02,AR,ET 7.55 sec,T 52.45 sec
9AD3024	S	C01,P02,AR,ET 7.60 sec,T 52.40 sec
39D4024	S	C01,P02,AR,ET 7.65 sec,T 52.35 sec
2BD5024	S	C01,P02,AR,ET 7.70 sec,T 52.30 sec
FBD6024	S	C01,P02,AR,ET 7.75 sec,T 52.25 sec
42D7024	S	C01,P02,AR,ET 7.80 sec,T 52.20 sec
48D8024	S	C01,P02,AR,ET 7.85 sec,T 52.15 sec
5AD9024	S	C01,P02,AR,ET 7.90 sec,T 52.10 sec
E3DA024	S	C01,P02,AR,ET 7.95 sec,T 52.05 sec
C4DB024	S	C01,P02,AR,ET 8.00 sec,T 52.00 sec
AFDC024	S	C01,P02,AR,ET 8.05 sec,T 51.95 sec
F9DD024	S	C01,P02,AR,ET 8.10 sec,T 51.90 sec
E8DE024	S	C01,P02,AR,ET 8.15 sec,T 51.85 sec
6FDF024	S	C01,P02,AR,ET 8.20 sec,T 51.80 sec
81E0024	S	C01,P02,AR,ET 8.25 sec,T 51.75 sec
93E1024	S	C01,P02,AR,ET 8.30 sec,T 51.70 sec
43E2024	S	C01,P02,AR,ET 8.35 sec,T 51.65 sec
ADE3024	S	C01,P02,AR,ET 8.40 sec,T 51.60 sec
AAE4024	S	C01,P02,AR,ET 8.45 sec,T 51.55 sec
B8E5024	S	C01,P02,AR,ET 8.50 sec,T 51.50 sec
68E6024	S	C01,P02,AR,ET 8.55 sec,T 51.45 sec
2EE7024	S	C01,P02,AR,ET 8.60 sec,T 51.40 sec
80E8024	S	C01,P02,AR,ET 8.65 sec,T 51.35 sec
92E9024	S	C01,P02,AR,ET 8.70 sec,T 51.30 sec
2BEA024	S	C01,P02,AR,ET 8.75 sec,T 51.25 sec
53EB024	S	C01,P02,AR,ET 8.80 sec,T 51.20 sec
10EC024	S	C01,P02,AR,ET 8.85 sec,T 51.15 sec
46ED024	S	C01,P02,AR,ET 8.90 sec,T 51.10 sec
57EE024	S	C01,P02,AR,ET 8.95 sec,T 51.05 sec
FFEF024	S	C01,P02,AR,ET 9.00 sec,T 51.00 sec
BDF0024	S	C01,P02,AR,ET 9.05 sec,T 50.95 sec
AFF1024	S	C01,P02,AR,ET 9.10 sec,T 50.90 sec
7FF2024	S	C01,P02,AR,ET 9.15 sec,T 50.85 sec
39F3024	S	C01,P02,AR,ET 9.20 sec,T 50.80 sec
D5F4024	S	C01,P02,AR,ET 9.25 sec,T 50.75 sec
C7F5024	S	C01,P02,AR,ET 9.30 sec,T 50.70 sec
17F6024	S	C01,P02,AR,ET 9.35 sec,T 50.65 sec
F9F7024	S	C01,P02,AR,ET 9.40 sec,T 50.60 sec
F3F8024	S	C01,P02,AR,ET 9.45 sec,T 50.55 sec
E1F9024	S	C01,P02,AR,ET 9.50 sec,T 50.50 sec
58FA024	S	C01,P02,AR,ET 9.55 sec,T 50.45 sec
DFFB024	S	C01,P02,AR,ET 9.60 sec,T 50.40 sec
38FC024	S	C01,P02,AR,ET 9.65 sec,T 50.35 sec
6EFD024	S	C01,P02,AR,ET 9.70 sec,T 50.30 sec
7FFE024	S	C01,P02,AR,ET 9.75 sec,T 50.25 sec
07FF024	S	C01,P02,AR,ET 9.80 sec,T 50.20 sec
AB00024	S	C01,P02,AR,ET 9.85 sec,T 50.15 sec
B901024	S	C01,P02,AR,ET 9.90 sec,T 50.10 sec
6902024	S	C01,P02,AR,ET 9.95 sec,T 50.05 sec
1903025	S	C01,P02,AR,ET 10.00 sec,T 50.00 sec
2A04025	S	C01,P02,AR,ET 10.05 sec,T 49.95 sec
7C05025	S	C01,P02,AR,ET 10.10 sec,T 49.90 sec
6006025	S	C01,P02,AR,ET 10.15 sec,T 49.85 sec
6207025	S	C01,P02,AR,ET 10.20 sec,T 49.80 sec
7608025	S	C01,P02,AR,ET 10.25 sec,T 49.75 sec
2009025	S	C01,P02,AR,ET 10.30 sec,T 49.70 sec
240A025	S	C01,P02,AR,ET 10.35 sec,T 49.65 sec
C70B025	S	C01,P02,AR,ET 10.40 sec,T 49.60 sec
C00C025	S	C01,P02,AR,ET 10.45 sec,T 49.55 sec
4D0D025	S	C01,P02,AR,ET 10.50 sec,T 49.50 sec
180E025	S	C01,P02,AR,ET 10.55 sec,T 49.45 sec
530F025	S	C01,P02,AR,ET 10.60 sec,T 49.40 sec
2510025	S	C01,P02,AR,ET 10.65 sec,T 49.35 sec
7311025	S	C01,P02,AR,ET 10.70 sec,T 49.30 sec
6F12025	S	C01,P02,AR,ET 10.75 sec,T 49.25 sec
9213025	S	C01,P02,AR,ET 10.80 sec,T 49.20 sec
4E14025	S	C01,P02,AR,ET 10.85 sec,T 49.15 sec
1815025	S	C01,P02,AR,ET 10.90 sec,T 49.10 sec
0416025	S	C01,P02,AR,ET 10.95 sec,T 49.05 sec
2917025	S	C01,P02,AR,ET 11.00 sec,T 49.00 sec
D818025	S	C01,P02,AR,ET 11.05 sec,T 48.95 sec
8E19025	S	C01,P02,AR,ET 11.10 sec,T 48.90 sec
8A1A025	S	C01,P02,AR,ET 11.15 sec,T 48.85 sec
C11B025	S	C01,P02,AR,ET 11.20 sec,T 48.80 sec
2D1C025	S	C01,P02,AR,ET 11.25 sec,T 48.75 sec
A01D025	S	C01,P02,AR,ET 11.30 sec,T 48.70 sec
F51E025	S	C01,P02,AR,ET 11.35 sec,T 48.65 sec
161F025	S	C01,P02,AR,ET 11.40 sec,T 48.60 sec
3C20025	S	C01,P02,AR,ET 11.45 sec,T 48.55 sec
6A21025	S	C01,P02,AR,ET 11.50 sec,T 48.50 sec
7622025	S	C01,P02,AR,ET 11.55 sec,T 48.45 sec
7423025	S	C01,P02,AR,ET 11.60 sec,T 48.40 sec
0C24025	S	C01,P02,AR,ET 11.65 sec,T 48.35 sec
5A25025	S	C01,P02,AR,ET 11.70 sec,T 48.30 sec
4626025	S	C01,P02,AR,ET 11.75 sec,T 48.25 sec
BB27025	S	C01,P02,AR,ET 11.80 sec,T 48.20 sec
4428025	S	C01,P02,AR,ET 11.85 sec,T 48.15 sec
1229025	S	C01,P02,AR,ET 11.90 sec,T 48.10 sec
162A025	S	C01,P02,AR,ET 11.95 sec,T 48.05 sec
2A2B025	S	C01,P02,AR,ET 12.00 sec,T 48.00 sec
D12C025	S	C01,P02,AR,ET 12.05 sec,T 47.95 sec
5C2D025	S	C01,P02,AR,ET 12.10 sec,T 47.90 sec
092E025	S	C01,P02,AR,ET 12.15 sec,T 47.85 sec
422F025	S	C01,P02,AR,ET 12.20 sec,T 47.80 sec
7B30025	S	C01,P02,AR,ET 12.25 sec,T 47.75 sec
2D31025	S	C01,P02,AR,ET 12.30 sec,T 47.70 sec
3132025	S	C01,P02,AR,ET 12.35 sec,T 47.65 sec
9B33025	S	C01,P02,AR,ET 12.40 sec,T 47.60 sec
4734025	S	C01,P02,AR,ET 12.45 sec,T 47.55 sec
1135025	S	C01,P02,AR,ET 12.50 sec,T 47.50 sec
0D36025	S	C01,P02,AR,ET 12.55 sec,T 47.45 sec
0F37025	S	C01,P02,AR,ET 12.60 sec,T 47.40 sec
5438025	S	C01,P02,AR,ET 12.65 sec,T 47.35 sec
0239025	S	C01,P02,AR,ET 12.70 sec,T 47.30 sec
063A025	S	C01,P02,AR,ET 12.75 sec,T 47.25 sec
B23B025	S	C01,P02,AR,ET 12.80 sec,T 47.20 sec
B53C025	S	C01,P02,AR,ET 12.85 sec,T 47.15 sec
383D025	S	C01,P02,AR,ET 12.90 sec,T 47.10 sec
6D3E025	S	C01,P02,AR,ET 12.95 sec,T 47.05 sec
093F025	S	C01,P02,AR,ET 13.00 sec,T 47.00 sec
DA40025	S	C01,P02,AR,ET 13.05 sec,T 46.95 sec
8C41025	S	C01,P02,AR,ET 13.10 sec,T 46.90 sec
9042025	S	C01,P02,AR,ET 13.15 sec,T 46.85 sec
9243025	S	C01,P02,AR,ET 13.20 sec,T 46.80 sec
A544025	S	C01,P02,AR,ET 13.25 sec,T 46.75 sec
